ArresteeID,arrests__arrest_year,ArrestNumber,arrests__weapon
101738591.0,2018,18-029600,Unarmed
101577554.0,2018,18-017017,Unarmed
10132383.0,2018,18-017017,Unarmed
101577554.0,2018,18-010968,Unarmed
10132383.0,2018,18-010968,Unarmed
101829683.0,2018,18-040365,Unarmed
101854639.0,2018,18-043551,Unarmed
101694973.0,2018,18-024324,Unarmed
48118503.0,2018,18-032921,Unarmed
48118503.0,2017,17-004176,None
15376195.0,2018,18-020692,Unarmed
15376195.0,2018,18-007259,Unarmed
15376195.0,2018,18-003630,None
15376195.0,2018,18-018952,Unarmed
100297297.0,2018,18-041207,Unarmed
8025519.0,2019,19-035137,Unarmed
101965326.0,2019,19-035137,Unarmed
8207217.0,2019,19-035137,Unarmed
8025519.0,2019,19-037335,Unarmed
101965326.0,2019,19-037335,Unarmed
8207217.0,2019,19-037335,Unarmed
8025519.0,2019,19-042014,Unarmed
101965326.0,2019,19-042014,Unarmed
8207217.0,2019,19-042014,Unarmed
8025519.0,2019,19-012479,Unarmed
101965326.0,2019,19-012479,Unarmed
8207217.0,2019,19-012479,Unarmed
8025519.0,2018,18-040713,Unarmed
101965326.0,2018,18-040713,Unarmed
8207217.0,2018,18-040713,Unarmed
101639443.0,2018,18-017872,Unarmed
101635204.0,2018,18-022856,Unarmed
101538316.0,2018,18-022856,Unarmed
101682493.0,2018,18-022856,Unarmed
101538299.0,2018,18-022856,Unarmed
101557659.0,2018,18-022856,Unarmed
101719601.0,2018,18-022856,Unarmed
101635204.0,2018,18-006534,Unarmed
101538316.0,2018,18-006534,Unarmed
101682493.0,2018,18-006534,Unarmed
101538299.0,2018,18-006534,Unarmed
101557659.0,2018,18-006534,Unarmed
101719601.0,2018,18-006534,Unarmed
101635204.0,2018,18-006466,Unarmed
101538316.0,2018,18-006466,Unarmed
101682493.0,2018,18-006466,Unarmed
101538299.0,2018,18-006466,Unarmed
101557659.0,2018,18-006466,Unarmed
101719601.0,2018,18-006466,Unarmed
101635204.0,2018,18-008721,Unarmed
101538316.0,2018,18-008721,Unarmed
101682493.0,2018,18-008721,Unarmed
101538299.0,2018,18-008721,Unarmed
101557659.0,2018,18-008721,Unarmed
101719601.0,2018,18-008721,Unarmed
101635204.0,2018,18-027333,Unarmed
101538316.0,2018,18-027333,Unarmed
101682493.0,2018,18-027333,Unarmed
101538299.0,2018,18-027333,Unarmed
101557659.0,2018,18-027333,Unarmed
101719601.0,2018,18-027333,Unarmed
101635204.0,2018,18-017358,Unarmed
101538316.0,2018,18-017358,Unarmed
101682493.0,2018,18-017358,Unarmed
101538299.0,2018,18-017358,Unarmed
101557659.0,2018,18-017358,Unarmed
101719601.0,2018,18-017358,Unarmed
101635204.0,2017,17-016762,Hands/Feet
101538316.0,2017,17-016762,Hands/Feet
101682493.0,2017,17-016762,Hands/Feet
101538299.0,2017,17-016762,Hands/Feet
101557659.0,2017,17-016762,Hands/Feet
101719601.0,2017,17-016762,Hands/Feet
101635204.0,2018,18-008564,Unarmed
101538316.0,2018,18-008564,Unarmed
101682493.0,2018,18-008564,Unarmed
101538299.0,2018,18-008564,Unarmed
101557659.0,2018,18-008564,Unarmed
101719601.0,2018,18-008564,Unarmed
101644524.0,2018,18-018414,Unarmed
101585322.0,2018,18-011876,Unarmed
101585322.0,2017,17-048282,None
10020991.0,2018,18-009091,Unarmed
10020991.0,2020,20-021865,Unarmed
101717659.0,2016,16-010948,None
101052477.0,2016,16-010948,None
101717659.0,2017,17-044893,None
101052477.0,2017,17-044893,None
101717659.0,2018,18-027039,Unarmed
101052477.0,2018,18-027039,Unarmed
101717659.0,2017,17-026873,Hands/Feet
101052477.0,2017,17-026873,Hands/Feet
101717659.0,2016,16-024930,None
101052477.0,2016,16-024930,None
101717659.0,2016,16-048815,None
101052477.0,2016,16-048815,None
101717659.0,2016,16-022753,None
101052477.0,2016,16-022753,None
101479787.0,2018,18-013169,Unarmed
101843580.0,2018,18-042170,Unarmed
101405192.0,2017,17-041906,None
101768342.0,2017,17-041906,None
101782950.0,2017,17-041906,None
101405192.0,2018,18-034885,Unarmed
101768342.0,2018,18-034885,Unarmed
101782950.0,2018,18-034885,Unarmed
101405192.0,2018,18-033225,Unarmed
101768342.0,2018,18-033225,Unarmed
101782950.0,2018,18-033225,Unarmed
101405192.0,2018,18-032170,Unarmed
101768342.0,2018,18-032170,Unarmed
101782950.0,2018,18-032170,Unarmed
101405192.0,2018,18-033867,Unarmed
101768342.0,2018,18-033867,Unarmed
101782950.0,2018,18-033867,Unarmed
101405192.0,2018,18-032068,Unarmed
101768342.0,2018,18-032068,Unarmed
101782950.0,2018,18-032068,Unarmed
101405192.0,2018,18-035860,Unarmed
101768342.0,2018,18-035860,Unarmed
101782950.0,2018,18-035860,Unarmed
101686082.0,2018,18-023266,Unarmed
15037431.0,2018,18-023042,Unarmed
100964490.0,2018,18-024448,Unarmed
101626858.0,2018,18-024448,Unarmed
101611072.0,2018,18-024448,Unarmed
100974859.0,2018,18-024448,Unarmed
101656042.0,2018,18-024448,Unarmed
101573419.0,2018,18-024448,Unarmed
101687287.0,2018,18-024448,Unarmed
101695985.0,2018,18-024448,Unarmed
101669299.0,2018,18-024448,Unarmed
100964490.0,2018,18-021258,Unarmed
101626858.0,2018,18-021258,Unarmed
101611072.0,2018,18-021258,Unarmed
100974859.0,2018,18-021258,Unarmed
101656042.0,2018,18-021258,Unarmed
101573419.0,2018,18-021258,Unarmed
101687287.0,2018,18-021258,Unarmed
101695985.0,2018,18-021258,Unarmed
101669299.0,2018,18-021258,Unarmed
100964490.0,2018,18-016510,Unarmed
101626858.0,2018,18-016510,Unarmed
101611072.0,2018,18-016510,Unarmed
100974859.0,2018,18-016510,Unarmed
101656042.0,2018,18-016510,Unarmed
101573419.0,2018,18-016510,Unarmed
101687287.0,2018,18-016510,Unarmed
101695985.0,2018,18-016510,Unarmed
101669299.0,2018,18-016510,Unarmed
100964490.0,2018,18-019745,Unarmed
101626858.0,2018,18-019745,Unarmed
101611072.0,2018,18-019745,Unarmed
100974859.0,2018,18-019745,Unarmed
101656042.0,2018,18-019745,Unarmed
101573419.0,2018,18-019745,Unarmed
101687287.0,2018,18-019745,Unarmed
101695985.0,2018,18-019745,Unarmed
101669299.0,2018,18-019745,Unarmed
100964490.0,2018,18-017279,Unarmed
101626858.0,2018,18-017279,Unarmed
101611072.0,2018,18-017279,Unarmed
100974859.0,2018,18-017279,Unarmed
101656042.0,2018,18-017279,Unarmed
101573419.0,2018,18-017279,Unarmed
101687287.0,2018,18-017279,Unarmed
101695985.0,2018,18-017279,Unarmed
101669299.0,2018,18-017279,Unarmed
100964490.0,2019,19-006052,Unarmed
101626858.0,2019,19-006052,Unarmed
101611072.0,2019,19-006052,Unarmed
100974859.0,2019,19-006052,Unarmed
101656042.0,2019,19-006052,Unarmed
101573419.0,2019,19-006052,Unarmed
101687287.0,2019,19-006052,Unarmed
101695985.0,2019,19-006052,Unarmed
101669299.0,2019,19-006052,Unarmed
100964490.0,2016,16-037511,None
101626858.0,2016,16-037511,None
101611072.0,2016,16-037511,None
100974859.0,2016,16-037511,None
101656042.0,2016,16-037511,None
101573419.0,2016,16-037511,None
101687287.0,2016,16-037511,None
101695985.0,2016,16-037511,None
101669299.0,2016,16-037511,None
100964490.0,2018,18-016257,Unarmed
101626858.0,2018,18-016257,Unarmed
101611072.0,2018,18-016257,Unarmed
100974859.0,2018,18-016257,Unarmed
101656042.0,2018,18-016257,Unarmed
101573419.0,2018,18-016257,Unarmed
101687287.0,2018,18-016257,Unarmed
101695985.0,2018,18-016257,Unarmed
101669299.0,2018,18-016257,Unarmed
100964490.0,2018,18-014669,Unarmed
101626858.0,2018,18-014669,Unarmed
101611072.0,2018,18-014669,Unarmed
100974859.0,2018,18-014669,Unarmed
101656042.0,2018,18-014669,Unarmed
101573419.0,2018,18-014669,Unarmed
101687287.0,2018,18-014669,Unarmed
101695985.0,2018,18-014669,Unarmed
101669299.0,2018,18-014669,Unarmed
100964490.0,2018,18-023451,Unarmed
101626858.0,2018,18-023451,Unarmed
101611072.0,2018,18-023451,Unarmed
100974859.0,2018,18-023451,Unarmed
101656042.0,2018,18-023451,Unarmed
101573419.0,2018,18-023451,Unarmed
101687287.0,2018,18-023451,Unarmed
101695985.0,2018,18-023451,Unarmed
101669299.0,2018,18-023451,Unarmed
100964490.0,2018,18-012958,Unarmed
101626858.0,2018,18-012958,Unarmed
101611072.0,2018,18-012958,Unarmed
100974859.0,2018,18-012958,Unarmed
101656042.0,2018,18-012958,Unarmed
101573419.0,2018,18-012958,Unarmed
101687287.0,2018,18-012958,Unarmed
101695985.0,2018,18-012958,Unarmed
101669299.0,2018,18-012958,Unarmed
100964490.0,2018,18-010485,Unarmed
101626858.0,2018,18-010485,Unarmed
101611072.0,2018,18-010485,Unarmed
100974859.0,2018,18-010485,Unarmed
101656042.0,2018,18-010485,Unarmed
101573419.0,2018,18-010485,Unarmed
101687287.0,2018,18-010485,Unarmed
101695985.0,2018,18-010485,Unarmed
101669299.0,2018,18-010485,Unarmed
100964490.0,2018,18-044131,Unarmed
101626858.0,2018,18-044131,Unarmed
101611072.0,2018,18-044131,Unarmed
100974859.0,2018,18-044131,Unarmed
101656042.0,2018,18-044131,Unarmed
101573419.0,2018,18-044131,Unarmed
101687287.0,2018,18-044131,Unarmed
101695985.0,2018,18-044131,Unarmed
101669299.0,2018,18-044131,Unarmed
101650104.0,2018,18-019020,Unarmed
101736570.0,2018,18-029353,Unarmed
100171154.0,2018,18-023426,Unarmed
100223313.0,2018,18-036218,Unarmed
101756835.0,2018,18-036218,Unarmed
100223313.0,2018,18-031876,Unarmed
101756835.0,2018,18-031876,Unarmed
101726283.0,2018,18-031886,Unarmed
101756990.0,2018,18-031886,Unarmed
101726283.0,2018,18-028144,Unarmed
101756990.0,2018,18-028144,Unarmed
101432926.0,2018,18-012351,Unarmed
101440130.0,2018,18-010159,Unarmed
101567855.0,2018,18-009921,Unarmed
100071363.0,2018,18-005328,Unarmed
101533474.0,2018,18-006034,Unarmed
101646733.0,2018,18-018667,Unarmed
101646733.0,2018,18-038879,Unarmed
101764015.0,2018,18-011363,Unarmed
101764015.0,2018,18-011853,Unarmed
101764015.0,2018,18-032753,Unarmed
101764015.0,2018,18-016983,Unarmed
101764015.0,2018,18-022532,Unarmed
15047773.0,2018,18-022368,Unarmed
15047773.0,2018,18-020893,Unarmed
15047773.0,2018,18-031466,Unarmed
101679206.0,2018,18-022466,Unarmed
101621401.0,2018,18-015878,Unarmed
101621401.0,2018,18-016772,Knife - Pocket
101669859.0,2018,18-021323,Unarmed
48131342.0,2018,18-008701,Handgun
15415756.0,2018,18-042041,Unarmed
101813303.0,2018,18-038365,Unarmed
101656852.0,2018,18-019829,Unarmed
101673112.0,2018,18-019829,Unarmed
101656852.0,2018,18-021745,Unarmed
101673112.0,2018,18-021745,Unarmed
101678991.0,2017,17-045689,Hands/Feet
101434562.0,2017,17-045689,Hands/Feet
101885589.0,2017,17-045689,Hands/Feet
101678991.0,2019,19-001722,Unarmed
101434562.0,2019,19-001722,Unarmed
101885589.0,2019,19-001722,Unarmed
101678991.0,2018,18-022437,Unarmed
101434562.0,2018,18-022437,Unarmed
101885589.0,2018,18-022437,Unarmed
101719414.0,2018,18-027312,Unarmed
101199947.0,2018,18-030604,Unarmed
101199947.0,2018,18-028599,Unarmed
101199947.0,2020,20-024485,Unarmed
101545483.0,2018,18-007392,Unarmed
101167227.0,2018,18-027043,Unarmed
101167227.0,2017,17-006211,None
101167227.0,2018,18-017394,Unarmed
101778054.0,2018,18-034336,Unarmed
101727918.0,2018,18-036535,Unarmed
101727918.0,2019,19-018223,Unarmed
101727918.0,2018,18-028318,Unarmed
101727918.0,2019,19-022226,Unarmed
101727918.0,2020,20-011849,Unarmed
101727918.0,2019,19-026311,Unarmed
101727918.0,2019,19-025377,Unarmed
101727918.0,2019,19-025206,Unarmed
101727918.0,2020,20-008399,Unarmed
101727918.0,2020,20-007966,Unarmed
101208132.0,2019,19-026831,Unarmed
101208132.0,2018,18-032185,Unarmed
101208132.0,2017,17-044526,None
101208132.0,2017,17-046554,None
101208132.0,2017,17-031771,None
101208132.0,2018,18-030198,Unarmed
101208132.0,2018,18-025194,Unarmed
101208132.0,2018,18-021443,Unarmed
101208132.0,2018,18-035862,Unarmed
101208132.0,2017,17-019325,None
101208132.0,2017,17-015047,None
101654275.0,2018,18-019527,Unarmed
100510460.0,2018,18-008709,Unarmed
101700108.0,2018,18-018420,Unarmed
101700108.0,2018,18-024932,Unarmed
101576628.0,2018,18-010870,Unarmed
101568549.0,2018,18-009992,Unarmed
101740635.0,2018,18-029855,Unarmed
101304458.0,2017,17-015997,None
101333858.0,2017,17-015997,None
101513199.0,2017,17-015997,None
101262210.0,2017,17-015997,None
101480297.0,2017,17-015997,None
101426547.0,2017,17-015997,None
101304458.0,2017,17-036498,None
101333858.0,2017,17-036498,None
101513199.0,2017,17-036498,None
101262210.0,2017,17-036498,None
101480297.0,2017,17-036498,None
101426547.0,2017,17-036498,None
101304458.0,2017,17-025298,None
101333858.0,2017,17-025298,None
101513199.0,2017,17-025298,None
101262210.0,2017,17-025298,None
101480297.0,2017,17-025298,None
101426547.0,2017,17-025298,None
101304458.0,2017,17-026540,None
101333858.0,2017,17-026540,None
101513199.0,2017,17-026540,None
101262210.0,2017,17-026540,None
101480297.0,2017,17-026540,None
101426547.0,2017,17-026540,None
101304458.0,2017,17-051528,None
101333858.0,2017,17-051528,None
101513199.0,2017,17-051528,None
101262210.0,2017,17-051528,None
101480297.0,2017,17-051528,None
101426547.0,2017,17-051528,None
101304458.0,2017,17-022549,None
101333858.0,2017,17-022549,None
101513199.0,2017,17-022549,None
101262210.0,2017,17-022549,None
101480297.0,2017,17-022549,None
101426547.0,2017,17-022549,None
101304458.0,2017,17-033317,None
101333858.0,2017,17-033317,None
101513199.0,2017,17-033317,None
101262210.0,2017,17-033317,None
101480297.0,2017,17-033317,None
101426547.0,2017,17-033317,None
101304458.0,2017,17-025802,None
101333858.0,2017,17-025802,None
101513199.0,2017,17-025802,None
101262210.0,2017,17-025802,None
101480297.0,2017,17-025802,None
101426547.0,2017,17-025802,None
101304458.0,2017,17-028574,None
101333858.0,2017,17-028574,None
101513199.0,2017,17-028574,None
101262210.0,2017,17-028574,None
101480297.0,2017,17-028574,None
101426547.0,2017,17-028574,None
101304458.0,2017,17-028366,None
101333858.0,2017,17-028366,None
101513199.0,2017,17-028366,None
101262210.0,2017,17-028366,None
101480297.0,2017,17-028366,None
101426547.0,2017,17-028366,None
101304458.0,2017,17-032329,None
101333858.0,2017,17-032329,None
101513199.0,2017,17-032329,None
101262210.0,2017,17-032329,None
101480297.0,2017,17-032329,None
101426547.0,2017,17-032329,None
101304458.0,2017,17-021633,Hands/Feet
101333858.0,2017,17-021633,Hands/Feet
101513199.0,2017,17-021633,Hands/Feet
101262210.0,2017,17-021633,Hands/Feet
101480297.0,2017,17-021633,Hands/Feet
101426547.0,2017,17-021633,Hands/Feet
101304458.0,2017,17-026660,None
101333858.0,2017,17-026660,None
101513199.0,2017,17-026660,None
101262210.0,2017,17-026660,None
101480297.0,2017,17-026660,None
101426547.0,2017,17-026660,None
101304458.0,2017,17-030171,None
101333858.0,2017,17-030171,None
101513199.0,2017,17-030171,None
101262210.0,2017,17-030171,None
101480297.0,2017,17-030171,None
101426547.0,2017,17-030171,None
101304458.0,2018,18-003736,None
101333858.0,2018,18-003736,None
101513199.0,2018,18-003736,None
101262210.0,2018,18-003736,None
101480297.0,2018,18-003736,None
101426547.0,2018,18-003736,None
101304458.0,2017,17-044662,None
101333858.0,2017,17-044662,None
101513199.0,2017,17-044662,None
101262210.0,2017,17-044662,None
101480297.0,2017,17-044662,None
101426547.0,2017,17-044662,None
101304458.0,2017,17-034546,None
101333858.0,2017,17-034546,None
101513199.0,2017,17-034546,None
101262210.0,2017,17-034546,None
101480297.0,2017,17-034546,None
101426547.0,2017,17-034546,None
101157272.0,2017,17-044878,None
101157272.0,2018,18-022528,Unarmed
101157272.0,2017,17-007772,None
101662282.0,2018,18-020497,Unarmed
101778317.0,2018,18-034371,Other Firearm
101767042.0,2018,18-033070,Unarmed
101674846.0,2019,19-013083,Knife - Other
101929021.0,2019,19-013083,Knife - Other
101970132.0,2019,19-013083,Knife - Other
101674846.0,2018,18-021987,Unarmed
101929021.0,2018,18-021987,Unarmed
101970132.0,2018,18-021987,Unarmed
101674846.0,2019,19-007776,Unarmed
101929021.0,2019,19-007776,Unarmed
101970132.0,2019,19-007776,Unarmed
101636587.0,2017,17-025013,None
101641770.0,2017,17-025013,None
101365503.0,2017,17-025013,None
101636587.0,2018,18-017498,Unarmed
101641770.0,2018,18-017498,Unarmed
101365503.0,2018,18-017498,Unarmed
101636587.0,2018,18-000884,None
101641770.0,2018,18-000884,None
101365503.0,2018,18-000884,None
101636587.0,2017,17-036587,None
101641770.0,2017,17-036587,None
101365503.0,2017,17-036587,None
101636587.0,2018,18-016892,Unarmed
101641770.0,2018,18-016892,Unarmed
101365503.0,2018,18-016892,Unarmed
101636587.0,2018,18-018149,Unarmed
101641770.0,2018,18-018149,Unarmed
101365503.0,2018,18-018149,Unarmed
101636587.0,2017,17-035996,None
101641770.0,2017,17-035996,None
101365503.0,2017,17-035996,None
101264728.0,2017,17-040172,None
101264728.0,2017,17-022873,None
101264728.0,2018,18-045503,Unarmed
101721268.0,2017,17-051233,None
101721268.0,2018,18-027607,Unarmed
101516068.0,2018,18-004143,Other
101696609.0,2018,18-020319,Unarmed
101701378.0,2018,18-020319,Unarmed
101696609.0,2018,18-025088,Unarmed
101701378.0,2018,18-025088,Unarmed
101696609.0,2018,18-024532,Unarmed
101701378.0,2018,18-024532,Unarmed
101695365.0,2018,18-024373,Unarmed
101695365.0,2018,18-028339,Unarmed
101485608.0,2018,18-000271,None
101485608.0,2017,17-048035,None
100679335.0,2018,18-011757,Unarmed
100679335.0,2016,16-012111,None
100679335.0,2017,17-010739,None
101564174.0,2018,18-009456,Unarmed
101757362.0,2018,18-031918,Unarmed
101408210.0,2017,17-042299,None
101408210.0,2018,18-002050,None
101843714.0,2018,18-042171,Unarmed
101651526.0,2018,18-019156,Unarmed
101572480.0,2018,18-010359,Unarmed
101501634.0,2018,18-010089,Unarmed
101501634.0,2018,18-002257,None
101712745.0,2018,18-026400,Unarmed
101859957.0,2017,17-020750,None
101859957.0,2018,18-044242,Unarmed
101742035.0,2017,17-050104,Handgun
101742035.0,2018,18-030004,Handgun
100195546.0,2018,18-033094,Gun
101212510.0,2019,19-008590,Unarmed
101212510.0,2018,18-034283,Unarmed
101583520.0,2018,18-011648,Unarmed
101843309.0,2018,18-042128,Unarmed
101631877.0,2018,18-042128,Unarmed
101843309.0,2018,18-017059,Unarmed
101631877.0,2018,18-017059,Unarmed
101832070.0,2018,18-040696,Unarmed
101830477.0,2018,18-040459,Unarmed
101744697.0,2018,18-029698,Unarmed
101739177.0,2018,18-029698,Unarmed
101555372.0,2017,17-048389,None
101317687.0,2017,17-048389,None
101455381.0,2017,17-048389,None
101297485.0,2017,17-048389,None
101555372.0,2017,17-028344,None
101317687.0,2017,17-028344,None
101455381.0,2017,17-028344,None
101297485.0,2017,17-028344,None
101555372.0,2018,18-008466,Unarmed
101317687.0,2018,18-008466,Unarmed
101455381.0,2018,18-008466,Unarmed
101297485.0,2018,18-008466,Unarmed
101555372.0,2017,17-027443,None
101317687.0,2017,17-027443,None
101455381.0,2017,17-027443,None
101297485.0,2017,17-027443,None
101555372.0,2017,17-030130,None
101317687.0,2017,17-030130,None
101455381.0,2017,17-030130,None
101297485.0,2017,17-030130,None
101611269.0,2018,18-042389,Unarmed
101611269.0,2018,18-014703,Other Firearm
101488365.0,2018,18-000606,None
101515507.0,2018,18-004064,Hands/Feet
101851218.0,2018,18-043121,Unarmed
101565554.0,2018,18-009646,Unarmed
101614927.0,2018,18-015134,Unarmed
101614927.0,2018,18-014455,Unarmed
101794510.0,2018,18-036307,Unarmed
101762970.0,2018,18-032636,Unarmed
101722182.0,2018,18-027704,Unarmed
15295824.0,2018,18-032138,Unarmed
101442724.0,2018,18-007618,Unarmed
8834639.0,2018,18-041467,Unarmed
8834639.0,2018,18-038977,Unarmed
100912126.0,2018,18-020539,Knife - Pocket
100912126.0,2020,20-015230,Unarmed
101777927.0,2018,18-034310,Unarmed
101692899.0,2018,18-024108,Unarmed
101743699.0,2018,18-021318,Unarmed
101743699.0,2018,18-030484,Unarmed
101743699.0,2018,18-030216,Unarmed
101621085.0,2018,18-015819,Knife - Pocket
100496636.0,2018,18-022660,Unarmed
101577743.0,2018,18-010986,Unarmed
101691947.0,2018,18-024028,Unarmed
101631711.0,2018,18-026384,Unarmed
9055721.0,2018,18-026384,Unarmed
101631711.0,2018,18-023760,Unarmed
9055721.0,2018,18-023760,Unarmed
101631711.0,2018,18-017039,Unarmed
9055721.0,2018,18-017039,Unarmed
101563142.0,2018,18-009339,Unarmed
101510276.0,2018,18-003392,None
101510276.0,2018,18-003387,Knife - Pocket
100603159.0,2018,18-007175,Unarmed
101341096.0,2017,17-033297,Hands/Feet
101341096.0,2018,18-014320,Unarmed
101341096.0,2018,18-011591,Unarmed
10338937.0,2018,18-005920,Unarmed
101813297.0,2018,18-038372,Unarmed
101582947.0,2018,18-011583,Unarmed
101748156.0,2018,18-030802,Unarmed
101597084.0,2018,18-013156,Unarmed
100330902.0,2018,18-007820,Unarmed
101500975.0,2018,18-012815,Unarmed
101829593.0,2018,18-012815,Unarmed
101705252.0,2018,18-012815,Unarmed
101969035.0,2018,18-012815,Unarmed
101675666.0,2018,18-012815,Unarmed
101593820.0,2018,18-012815,Unarmed
101500975.0,2018,18-040346,Unarmed
101829593.0,2018,18-040346,Unarmed
101705252.0,2018,18-040346,Unarmed
101969035.0,2018,18-040346,Unarmed
101675666.0,2018,18-040346,Unarmed
101593820.0,2018,18-040346,Unarmed
101500975.0,2018,18-002153,None
101829593.0,2018,18-002153,None
101705252.0,2018,18-002153,None
101969035.0,2018,18-002153,None
101675666.0,2018,18-002153,None
101593820.0,2018,18-002153,None
101500975.0,2019,19-012938,Handgun
101829593.0,2019,19-012938,Handgun
101705252.0,2019,19-012938,Handgun
101969035.0,2019,19-012938,Handgun
101675666.0,2019,19-012938,Handgun
101593820.0,2019,19-012938,Handgun
101500975.0,2018,18-022079,Unarmed
101829593.0,2018,18-022079,Unarmed
101705252.0,2018,18-022079,Unarmed
101969035.0,2018,18-022079,Unarmed
101675666.0,2018,18-022079,Unarmed
101593820.0,2018,18-022079,Unarmed
101500975.0,2018,18-025561,Unarmed
101829593.0,2018,18-025561,Unarmed
101705252.0,2018,18-025561,Unarmed
101969035.0,2018,18-025561,Unarmed
101675666.0,2018,18-025561,Unarmed
101593820.0,2018,18-025561,Unarmed
101825444.0,2018,18-039862,Unarmed
101538227.0,2018,18-006513,Unarmed
101827950.0,2018,18-040189,Unarmed
101562041.0,2018,18-009217,Unarmed
100278573.0,2018,18-033764,Unarmed
101654410.0,2018,18-019549,Unarmed
101709250.0,2018,18-026029,Knife - Pocket
101581808.0,2018,18-010597,Unarmed
101581808.0,2018,18-010939,Unarmed
101581808.0,2018,18-011440,Unarmed
7838230.0,2018,18-001051,None
101492021.0,2018,18-001051,None
7838230.0,2019,19-013504,Unarmed
101492021.0,2019,19-013504,Unarmed
101679116.0,2018,18-022453,Unarmed
10431801.0,2018,18-012430,Unarmed
101658294.0,2018,18-019979,Unarmed
101789683.0,2018,18-035699,Unarmed
101800210.0,2018,18-035699,Unarmed
101789683.0,2018,18-036961,Unarmed
101800210.0,2018,18-036961,Unarmed
48139795.0,2018,18-039296,Unarmed
101854845.0,2018,18-043572,Unarmed
101799466.0,2018,18-036872,Unarmed
9327222.0,2018,18-014398,Unarmed
9327222.0,2018,18-022614,Unarmed
101861448.0,2018,18-040817,Unarmed
101807832.0,2018,18-040817,Unarmed
101861448.0,2018,18-044436,Unarmed
101807832.0,2018,18-044436,Unarmed
101861448.0,2018,18-037772,Unarmed
101807832.0,2018,18-037772,Unarmed
101416750.0,2018,18-041086,Unarmed
101485659.0,2018,18-000281,None
101868224.0,2018,18-045370,Handgun
101697606.0,2018,18-024663,Unarmed
101839306.0,2018,18-041637,Unarmed
48103014.0,2017,17-040151,None
48103014.0,2017,17-032106,Hands/Feet
48103014.0,2018,18-001721,None
48103014.0,2018,18-022305,Unarmed
48103014.0,2018,18-001519,None
101745260.0,2018,18-008439,Unarmed
101432188.0,2018,18-024598,Unarmed
101432188.0,2017,17-045365,Other
101490421.0,2018,18-000842,None
101587219.0,2018,18-012099,Unarmed
101587219.0,2019,19-019804,Unarmed
101019646.0,2018,18-000129,None
101520659.0,2017,17-036783,None
101304459.0,2017,17-036783,None
101512664.0,2017,17-036783,None
101514701.0,2017,17-036783,None
101274723.0,2017,17-036783,None
101467212.0,2017,17-036783,None
101520659.0,2017,17-028369,None
101304459.0,2017,17-028369,None
101512664.0,2017,17-028369,None
101514701.0,2017,17-028369,None
101274723.0,2017,17-028369,None
101467212.0,2017,17-028369,None
101520659.0,2017,17-035425,None
101304459.0,2017,17-035425,None
101512664.0,2017,17-035425,None
101514701.0,2017,17-035425,None
101274723.0,2017,17-035425,None
101467212.0,2017,17-035425,None
101520659.0,2018,18-003661,None
101304459.0,2018,18-003661,None
101512664.0,2018,18-003661,None
101514701.0,2018,18-003661,None
101274723.0,2018,18-003661,None
101467212.0,2018,18-003661,None
101520659.0,2018,18-010208,Unarmed
101304459.0,2018,18-010208,Unarmed
101512664.0,2018,18-010208,Unarmed
101514701.0,2018,18-010208,Unarmed
101274723.0,2018,18-010208,Unarmed
101467212.0,2018,18-010208,Unarmed
101520659.0,2017,17-049892,None
101304459.0,2017,17-049892,None
101512664.0,2017,17-049892,None
101514701.0,2017,17-049892,None
101274723.0,2017,17-049892,None
101467212.0,2017,17-049892,None
101520659.0,2017,17-049786,None
101304459.0,2017,17-049786,None
101512664.0,2017,17-049786,None
101514701.0,2017,17-049786,None
101274723.0,2017,17-049786,None
101467212.0,2017,17-049786,None
101520659.0,2017,17-026390,None
101304459.0,2017,17-026390,None
101512664.0,2017,17-026390,None
101514701.0,2017,17-026390,None
101274723.0,2017,17-026390,None
101467212.0,2017,17-026390,None
101520659.0,2017,17-024312,None
101304459.0,2017,17-024312,None
101512664.0,2017,17-024312,None
101514701.0,2017,17-024312,None
101274723.0,2017,17-024312,None
101467212.0,2017,17-024312,None
101520659.0,2018,18-004682,None
101304459.0,2018,18-004682,None
101512664.0,2018,18-004682,None
101514701.0,2018,18-004682,None
101274723.0,2018,18-004682,None
101467212.0,2018,18-004682,None
101520659.0,2017,17-040596,None
101304459.0,2017,17-040596,None
101512664.0,2017,17-040596,None
101514701.0,2017,17-040596,None
101274723.0,2017,17-040596,None
101467212.0,2017,17-040596,None
101520659.0,2017,17-038881,None
101304459.0,2017,17-038881,None
101512664.0,2017,17-038881,None
101514701.0,2017,17-038881,None
101274723.0,2017,17-038881,None
101467212.0,2017,17-038881,None
101520659.0,2017,17-035952,None
101304459.0,2017,17-035952,None
101512664.0,2017,17-035952,None
101514701.0,2017,17-035952,None
101274723.0,2017,17-035952,None
101467212.0,2017,17-035952,None
101520659.0,2018,18-003941,None
101304459.0,2018,18-003941,None
101512664.0,2018,18-003941,None
101514701.0,2018,18-003941,None
101274723.0,2018,18-003941,None
101467212.0,2018,18-003941,None
101851829.0,2018,18-043213,Unarmed
10673948.0,2018,18-001075,None
101865176.0,2018,18-045042,Unarmed
101485609.0,2018,18-004586,None
101519710.0,2018,18-004586,None
101485609.0,2018,18-000273,None
101519710.0,2018,18-000273,None
101662299.0,2018,18-020495,Unarmed
101506195.0,2019,19-027908,Unarmed
